id,lat,lon
1235277397, 48.8798586, 2.3451803
1236329740, 48.8773009, 2.3428303
1236329762, 48.8769974, 2.3445276
1236341618, 48.8781534, 2.3426336
1236456880, 48.8812268, 2.3435914
1236456926, 48.8811917, 2.3434122
1236456950, 48.8795631, 2.3455854
1236456976, 48.8810845, 2.3428636
1236457004, 48.8812634, 2.3437786
1236457020, 48.8810596, 2.3427362
1236457058, 48.8796816, 2.3455313
1236457104, 48.8811201, 2.3430457
1236457128, 48.8812953, 2.3439422
1236457241, 48.8819737, 2.3467283
1236457292, 48.881154, 2.343219
1236457370, 48.8813238, 2.3440881
1236518666, 48.8783061, 2.3451804
1236518790, 48.8805612, 2.3490004
1236518985, 48.8810065, 2.3491263
1272477675, 48.8775554, 2.3528292
1272477678, 48.877512, 2.3528889
1272590682, 48.8771983, 2.3492375
1272590683, 48.8772728, 2.3495274
1273681652, 48.8786213, 2.3538144
1278464642, 48.8800542, 2.3536959
1278464651, 48.8800206, 2.3553605
1278464726, 48.8803156, 2.3539175
1278464780, 48.8779486, 2.3513243
1278464856, 48.8799132, 2.3536163
1278464858, 48.8779046, 2.3513123
1278464904, 48.8799403, 2.3557442
1278464960, 48.8802276, 2.3543485
1278473026, 48.87971, 2.3558673
1342011463, 48.8768007, 2.347242
1342011464, 48.8773763, 2.3494364
1342011465, 48.8780474, 2.3522594
1342011466, 48.878588, 2.3538462
1342011468, 48.8779594, 2.3516566
1342011470, 48.8781057, 2.3522307
1342011472, 48.8779366, 2.351568
1568076259, 48.8805207, 2.3526058
1568076260, 48.8804296, 2.3527306
1568076264, 48.8805468, 2.352596
1568076265, 48.8805881, 2.3525964
1568076266, 48.8806686, 2.3526141
1568090326, 48.8784055, 2.3507681
1568090328, 48.8784104, 2.3508368
1568090343, 48.8777526, 2.3511422
1568090345, 48.8780957, 2.3512887
1568090348, 48.8780292, 2.3521904
1568090351, 48.8777739, 2.351224
1568090354, 48.8783866, 2.3508891
1568090358, 48.8778188, 2.351102
1568090364, 48.878262, 2.3510967
1568090365, 48.8776635, 2.3520245
1568090366, 48.8775312, 2.3515269
1568090384, 48.8781848, 2.3522114
1598035637, 48.8786494, 2.3522285
1598035640, 48.8786654, 2.3520905
1598035661, 48.8786679, 2.3521678
1598035664, 48.878674, 2.3522354
1598035666, 48.8786761, 2.3520935
1598035669, 48.8787035, 2.3522184
1598035673, 48.8787295, 2.3515749
1598035679, 48.8787399, 2.3515776
1598035681, 48.8787426, 2.3514671
1598035683, 48.8787452, 2.351534
1598035685, 48.8787694, 2.3514745
1598035708, 48.8787933, 2.3515066
1598035711, 48.8791771, 2.3523076
1598035715, 48.8791862, 2.3522334
1598035719, 48.8791897, 2.352352
1598035723, 48.8792455, 2.3517485
1598035727, 48.8792546, 2.3516749
1598035730, 48.8792734, 2.3523769
1598035733, 48.8792819, 2.3523699
1598035736, 48.87929, 2.3523574
1598035739, 48.8792928, 2.3522624
1598035742, 48.8793145, 2.3523098
1598035767, 48.8793519, 2.3517789
1598035769, 48.8793616, 2.3522287
1598035770, 48.8793641, 2.351665
1598035771, 48.87938, 2.3517413
1598035772, 48.8794058, 2.3520707
1598035775, 48.8794108, 2.35206
1598035780, 48.8794135, 2.352024
1598035783, 48.8794138, 2.3520336
1598035788, 48.8794139, 2.352047
1598035792, 48.8794385, 2.3520966
1598035803, 48.8794453, 2.3520799
1598035804, 48.8794467, 2.3520022
1598035805, 48.8794489, 2.3520666
1598035807, 48.8794509, 2.3520222
1598035809, 48.8794514, 2.3520523
1598035810, 48.8794519, 2.3520353
1598058594, 48.8792308, 2.3522456
1598058595, 48.8792792, 2.351854
1598058596, 48.8792896, 2.351761
1598058597, 48.8792422, 2.3521525
1604134135, 48.8810334, 2.3426251
1604134139, 48.8810482, 2.3426181
1604134144, 48.8810638, 2.3426185
1604134154, 48.8810827, 2.3426251
1604134162, 48.8810976, 2.3426355
1604134164, 48.8811104, 2.3426515
1604134165, 48.8811187, 2.3426682
1604134167, 48.8811242, 2.3426856
1604134219, 48.8812898, 2.3442988
1604134223, 48.8813393, 2.3443243
1604134224, 48.8813557, 2.3443229
1604134226, 48.8813729, 2.3443171
1604134228, 48.8813926, 2.3443006
1604134231, 48.8814068, 2.3442774
1604134232, 48.8814161, 2.3442498
1604134233, 48.8814191, 2.3441937
1604134234, 48.8814204, 2.3442205
1666065907, 48.8803286, 2.3536225
1666065926, 48.8804921, 2.3536994
1666065941, 48.8798609, 2.353503
1675158632, 48.8830538, 2.3496169
1675158635, 48.8831988, 2.3498739
1675158636, 48.8831464, 2.3497518
1735234721, 48.8784594, 2.3541191
1735234733, 48.8787176, 2.3538928
1761364758, 48.8795386, 2.3490372
1786279602, 48.8793384, 2.3516087
1786279603, 48.8770438, 2.3513708
1786279604, 48.8779998, 2.3520795
1786279605, 48.8778591, 2.3515472
1786279606, 48.8771564, 2.351419
1786279607, 48.876193, 2.3511409
1786279615, 48.8777666, 2.3511961
1786279619, 48.8792081, 2.3534423
1786279622, 48.8792825, 2.3525306
1786279624, 48.8778365, 2.3517438
1786279627, 48.8779552, 2.3515374
1786279629, 48.8795356, 2.3533522
1786279631, 48.8792389, 2.3524073
1786279634, 48.8792328, 2.3532134
1786279644, 48.8794021, 2.3515137
1786279645, 48.8771127, 2.3513185
1786279647, 48.8795634, 2.3520806
1787845917, 48.8823708, 2.3546777
1804446166, 48.8761581, 2.3560079
1804449777, 48.877851, 2.3512374
1804452009, 48.8772639, 2.3490208
1828533266, 48.8806444, 2.3498584
1829469422, 48.8759697, 2.3561799
1829476646, 48.8814046, 2.344407
1829476647, 48.8798836, 2.3461275
1835516132, 48.8832224, 2.3499873
1835516159, 48.8836104, 2.3495151
1840005821, 48.8736727, 2.3582639
1840005822, 48.8750999, 2.3569775
1840005825, 48.8783258, 2.3540978
1840005826, 48.8783963, 2.3540155
1840005827, 48.8795376, 2.3529903
1840005829, 48.8795823, 2.3531065
1840005831, 48.8796282, 2.3532201
1840005833, 48.8802663, 2.3525141
1840005835, 48.8803049, 2.3526084
1840005838, 48.88056, 2.3525308
1840005840, 48.8813446, 2.3513236
1840005854, 48.8819816, 2.3508051
1840005855, 48.8820254, 2.3509171
1840005857, 48.8820685, 2.3510273
1840030231, 48.8738693, 2.3580913
1840030252, 48.8756103, 2.3565121
1840030255, 48.8762413, 2.3558905
1840030260, 48.8774101, 2.3549125
1840030263, 48.8783647, 2.3542022
1840030264, 48.8784068, 2.3543137
1840030265, 48.8786892, 2.353755
1840030267, 48.8787335, 2.3538783
1840030269, 48.8787938, 2.3539693
1840030271, 48.879169, 2.3533274
1840030273, 48.8792446, 2.353551
1840030274, 48.880803, 2.3518606
1840030276, 48.8808429, 2.3519755
1840030289, 48.8808841, 2.3520908
1840030291, 48.8815077, 2.351237
1840030293, 48.8815496, 2.3513468
1840030294, 48.8815883, 2.3514482
1840030295, 48.8830547, 2.3498332
1840030296, 48.8831011, 2.3499616
1840030297, 48.8831362, 2.3500652
1871776624, 48.8834768, 2.3494623
1871776680, 48.8830946, 2.3468972
1871795961, 48.8803107, 2.3537165
1871795979, 48.8805707, 2.3489224
1871795991, 48.882058, 2.3466255
1871796017, 48.8824041, 2.3467126
1871796023, 48.8806066, 2.3490132
1871796025, 48.881849, 2.3527058
1871796040, 48.8810806, 2.3498906
1871796058, 48.8810029, 2.3498358
1871796075, 48.8808752, 2.3465032
1871796090, 48.8811432, 2.3498247
1871796105, 48.880595, 2.353778
1871796112, 48.8806649, 2.3477433
1871796117, 48.8804748, 2.3497211
1871796133, 48.8805165, 2.3498173
1871796164, 48.8811201, 2.3497377
1871796167, 48.8823482, 2.3496789
1871796169, 48.8813211, 2.3541555
1871796172, 48.8815361, 2.3541648
1871796205, 48.880703, 2.3478238
1871796231, 48.8831139, 2.349675
2140279528, 48.881493, 2.3448042
2148477940, 48.8787171, 2.3452901
2148477941, 48.8787397, 2.34539
2148477942, 48.8787817, 2.3452181
2148477943, 48.8788083, 2.3453544
2148477945, 48.879625, 2.3459548
2148477946, 48.8796743, 2.3460833
2148477947, 48.8796986, 2.3459038
2148477948, 48.8797357, 2.3460339
2148477949, 48.8797917, 2.3454836
2160594553, 48.8758372, 2.3482599
2160594555, 48.8759072, 2.3482865
2160594556, 48.8761089, 2.3483887
2160594561, 48.8765746, 2.3486475
2160594562, 48.8766162, 2.3467723
2160594563, 48.8768662, 2.3472013
2160594564, 48.877063, 2.3489255
2160594567, 48.8771394, 2.3487822
2160594568, 48.8772321, 2.3491391
2160594570, 48.8773472, 2.3466897
2160594571, 48.8774123, 2.3468304
2160594573, 48.8782074, 2.3447254
2160594574, 48.8782022, 2.344935
2160594575, 48.8784364, 2.3453335
2160594576, 48.8784465, 2.3450984
2160594578, 48.8791531, 2.3493155
2160594579, 48.8792367, 2.3492579
2160594581, 48.8794514, 2.3484754
2160594582, 48.8795695, 2.3473532
2160594584, 48.8796118, 2.3474384
2160594585, 48.8796346, 2.349361
2160594586, 48.8797595, 2.3497824
2160594587, 48.879781, 2.3495585
2160594588, 48.8799834, 2.3474505
2160594589, 48.8800279, 2.3475569
2160594590, 48.8801588, 2.3463173
2160594591, 48.8804041, 2.3463552
2160594593, 48.8805644, 2.3463893
2160594595, 48.8808306, 2.3464238
2180084844, 48.8761225, 2.3448689
2180084849, 48.8762705, 2.3454384
2180084869, 48.8767817, 2.3474129
2180084876, 48.8770736, 2.342365
2180084881, 48.8772653, 2.344626
2180084883, 48.8773281, 2.3447191
2180084884, 48.8773683, 2.3422946
2180084885, 48.877421, 2.3446832
2180084898, 48.8791959, 2.3431862
2194257043, 48.872181, 2.3500637
2194257134, 48.8752683, 2.3508916
2194257137, 48.8753779, 2.3509263
2194257172, 48.8772803, 2.3549743
2321238544, 48.8732932, 2.3585996
2428864298, 48.8776015, 2.3470503
2521442815, 48.8797296, 2.356538
2521442817, 48.8799827, 2.3561153
2665180450, 48.8835002, 2.3497188
2889523055, 48.8788789, 2.3537448
2889523057, 48.8809658, 2.3518677
3175146873, 48.8774449, 2.3501557
3175146874, 48.8773455, 2.3498376
3175146875, 48.8772999, 2.3501746
3175147846, 48.8774019, 2.3497924
3339802262, 48.8804501, 2.3521118
3339802264, 48.8806175, 2.352526
3384287997, 48.8793698, 2.351851
3501719717, 48.8775975, 2.3513412
3501719718, 48.8775618, 2.3517887
3501719720, 48.8776465, 2.3512506
3501719721, 48.8775742, 2.3518448
3501719722, 48.8779733, 2.3511226
3539431754, 48.8773516, 2.3498265
3539431755, 48.877354, 2.3498239
3539431756, 48.8773591, 2.3498212
3706573237, 48.8780749, 2.3448964
3879985576, 48.878918, 2.3555444
4037905229, 48.880488, 2.3541943
4037905231, 48.8805118, 2.3540775
4037905232, 48.8805019, 2.3542008
4037905233, 48.8805168, 2.3542078
4037905234, 48.8805256, 2.3540853
4037905236, 48.88054, 2.3540922
4045853198, 48.8740673, 2.3479199
4045862066, 48.8758812, 2.343895
4061840993, 48.8801108, 2.3549647
4061840998, 48.8801468, 2.3547706
4086451419, 48.880107, 2.3549855
4086451420, 48.8801143, 2.3549459
4086451421, 48.8801216, 2.3549064
4086451422, 48.8801288, 2.354868
4086451423, 48.8801363, 2.3548272
4086451424, 48.8801434, 2.3547888
4086451425, 48.8801507, 2.3547493
4086595156, 48.8799342, 2.3563773
4086595157, 48.879944, 2.3563244
4086595158, 48.8799632, 2.3562206
4086595159, 48.879973, 2.3561679
4099994047, 48.8804303, 2.3537708
4099994048, 48.8805013, 2.3537484
4099994049, 48.8805238, 2.353746
4099994050, 48.8811509, 2.3541216
4100020127, 48.8800242, 2.3536799
4100020128, 48.8801133, 2.3537178
4100020129, 48.880332, 2.3536507
4100020130, 48.8804423, 2.3536997
4100020131, 48.8804661, 2.3536983
4100020132, 48.8804983, 2.3537062
4170417125, 48.8778697, 2.3468868
4221429494, 48.8773067, 2.349139
4387008643, 48.8784818, 2.3539025
4387008644, 48.8786031, 2.3543222
4426707045, 48.880127, 2.353794
4497062390, 48.8794463, 2.3507902
4497062391, 48.8794852, 2.3508973
4497062392, 48.8795085, 2.3507208
4497062393, 48.8795438, 2.3508164
4497062394, 48.88005, 2.3509494
4497062395, 48.8801401, 2.3510661
4497062396, 48.880175, 2.3509838
4497062397, 48.88075, 2.3511506
4497062398, 48.8807945, 2.3512389
4497062399, 48.8808218, 2.3510983
4497062400, 48.8808617, 2.3511822
4512216598, 48.878418, 2.3539938
4512216599, 48.8784471, 2.3537714
4700937589, 48.8801662, 2.353654
